S.No,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Purchases,MntTotal
466,1954,Graduation,Married,39898.0,0,1,02-12-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,CA,67,9,134
467,1954,Graduation,Married,39898.0,0,1,02-12-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP,67,9,134
468,1973,Master,Single,44051.0,1,1,1/29/13,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA,48,12,171
469,1954,Graduation,Married,86718.0,0,0,1/17/13,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND,67,17,1270
470,1986,Master,Married,80141.0,0,0,01-11-2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP,35,22,2091
471,1976,Graduation,Married,58597.0,1,1,11/20/12,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,IND,45,32,733
472,1945,PhD,Married,70356.0,0,0,11-05-2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA,76,27,1706
473,1967,Graduation,Single,46904.0,1,1,11-03-2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP,54,14,253
474,1946,Graduation,Married,37760.0,0,0,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US,75,13,317
475,1946,Graduation,Married,37760.0,0,0,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA,75,13,317
476,1964,Graduation,Single,61839.0,0,0,08-12-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP,57,17,1895
477,1972,PhD,Married,29791.0,1,0,5/15/14,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,AUS,49,7,20
478,1963,PhD,Single,48918.0,1,1,04-12-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,58,7,62
479,1963,PhD,Single,48918.0,1,1,04-12-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,58,7,62
480,1965,Graduation,Married,58692.0,0,1,04-06-2014,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,CA,56,15,395
481,1976,Graduation,Married,39356.0,1,1,3/19/14,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP,45,4,23
482,1972,Master,Married,76234.0,0,1,02-06-2014,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA,49,23,907
483,1984,Graduation,Married,55434.0,1,0,10-05-2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA,37,24,882
484,1946,Master,Married,66835.0,0,0,9/28/13,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,IND,75,24,1033
485,1946,Master,Married,66835.0,0,0,9/28/13,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP,75,24,1033
486,1951,Graduation,Married,71965.0,0,1,7/29/13,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA,70,17,1213
487,1971,Graduation,Married,74538.0,0,0,6/29/13,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,SP,50,22,1461
488,1954,Graduation,Single,50002.0,0,1,6/17/13,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA,67,19,638
489,1958,Graduation,Married,53977.0,0,1,06-08-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA,63,27,907
490,1958,Graduation,Married,53977.0,0,1,06-08-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP,63,27,907
491,1971,Graduation,Married,69930.0,0,0,5/26/13,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND,50,22,1662
492,1967,PhD,Married,62981.0,0,0,3/17/13,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,CA,54,23,1482
493,1974,Master,Married,46014.0,1,1,1/21/13,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA,47,26,541
494,1987,Graduation,Married,18227.0,1,0,11-08-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP,34,4,28
495,1976,Graduation,Married,65991.0,0,1,09-07-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP,45,27,971
496,1972,Graduation,Single,38808.0,1,0,8/26/12,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,SP,49,14,246
497,1982,PhD,Married,160803.0,0,0,08-04-2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,US,39,44,1717
498,1978,Master,Married,43783.0,1,0,5/29/14,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,CA,43,22,629
499,1969,PhD,Married,30396.0,1,0,4/30/14,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,SP,52,6,34
500,1964,PhD,Married,65526.0,0,1,04-11-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP,57,17,506
501,1964,PhD,Married,65526.0,0,1,04-11-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA,57,17,506
502,1944,Graduation,Married,55956.0,0,0,04-07-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP,77,16,999
503,1978,Graduation,Single,55563.0,0,1,04-05-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP,43,6,43
504,1965,PhD,Married,57236.0,1,1,03-12-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP,56,10,121
505,1973,Graduation,Single,89694.0,1,1,10-09-2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS,48,14,1472
506,1971,Master,Married,57420.0,0,1,6/25/13,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,US,50,15,322
507,1972,Graduation,Married,33622.0,1,1,4/13/13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,49,9,81
508,1986,PhD,Single,29999.0,1,0,2/13/13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,SP,35,12,160
509,1962,PhD,Married,31497.0,0,1,12-06-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP,59,10,155
510,1962,PhD,Married,31497.0,0,1,12-06-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA,59,10,155
511,1980,PhD,Single,36802.0,1,0,6/16/14,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,SP,41,5,20
512,1968,Graduation,Single,61671.0,0,1,06-03-2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,SP,53,28,732
513,1971,PhD,Married,29732.0,1,0,3/25/14,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,CA,50,5,38
514,1986,PhD,Married,45921.0,0,0,03-10-2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA,35,10,199
515,1984,Graduation,Married,16529.0,1,0,03-01-2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA,37,5,22
516,1960,Master,Single,98777.0,0,0,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP,61,19,2008
517,1960,Master,Single,98777.0,0,0,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP,61,19,2008
518,1952,Master,Married,77027.0,0,1,02-05-2014,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP,69,19,1175
519,1965,Graduation,Married,69139.0,0,1,1/27/14,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SP,56,11,227
520,1965,Graduation,Married,69139.0,0,1,1/27/14,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA,56,11,227
521,1982,Graduation,Married,65169.0,0,0,1/14/14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,SP,39,28,1189
522,1952,Graduation,Single,40049.0,0,1,10/16/13,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,69,5,32
523,1945,Graduation,Married,69755.0,0,0,10-02-2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,SA,76,22,894
524,1961,PhD,Married,51381.5,0,1,07-11-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,CA,60,17,404
525,1961,PhD,Married,54456.0,0,1,07-11-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP,60,17,404
526,1977,Graduation,Married,666666.0,1,0,06-02-2013,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA,44,11,62
527,1951,Graduation,Single,60689.0,0,1,06-01-2013,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US,70,22,639
528,1978,Basic,Single,26487.0,1,0,5/20/13,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,CA,43,9,69
529,1970,Graduation,Married,28164.0,1,0,05-04-2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,51,9,78
530,1970,Graduation,Single,22585.0,0,0,3/18/13,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,SP,51,5,81
531,1971,Graduation,Married,64795.0,0,1,1/17/13,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,SP,50,21,680
532,1987,PhD,Single,42000.0,0,0,01-10-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,SP,34,20,653
533,1987,PhD,Single,42000.0,0,0,01-10-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,AUS,34,20,653
534,1966,Graduation,Married,70713.0,0,1,12-03-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,SP,55,25,1477
535,1946,PhD,Single,82800.0,0,0,11/24/12,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,US,75,26,1315
536,1946,PhD,Single,82800.0,0,0,11/24/12,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,SA,75,26,1315
537,1975,Basic,Married,30801.0,0,1,10/26/12,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP,46,6,45
538,1974,Master,Married,83891.0,0,1,6/20/14,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,SP,47,22,816
539,1950,Master,Single,38054.0,1,1,05-01-2014,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND,71,7,45
540,1969,Graduation,Married,14045.0,1,0,1/26/14,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,52,5,20
541,1957,PhD,Married,44155.0,1,1,1/19/14,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP,64,5,46
542,1970,PhD,Single,57642.0,0,1,01-09-2014,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND,51,22,679
543,1977,Graduation,Married,31353.0,1,1,12/29/13,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,IND,44,6,31
544,1977,Graduation,Married,31353.0,1,1,12/29/13,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,SA,44,6,31
545,1968,Master,Single,41335.0,1,0,12/26/13,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,AUS,53,12,187
546,1968,Master,Single,41335.0,1,0,12/26/13,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,US,53,12,187
547,1957,PhD,Single,40737.0,2,1,12-08-2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA,64,4,17
548,1975,Master,Married,19789.0,1,0,11/20/13,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,SP,46,9,78
549,1949,PhD,Single,35946.0,1,1,9/27/13,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,AUS,72,4,11
550,1983,Master,Married,36262.0,0,0,9/20/13,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,SP,38,12,426
551,1954,Master,Single,44551.0,0,1,8/31/13,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,SA,67,12,285
552,1959,Graduation,Married,71367.0,0,0,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,62,17,777
553,1959,Graduation,Married,71367.0,0,0,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,62,17,777
554,1959,Graduation,Married,57957.0,0,1,8/19/13,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA,62,25,637
555,1972,Master,Married,50334.0,0,1,7/24/13,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,SA,49,23,694
556,1949,Master,Married,48150.0,0,1,06-08-2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER,72,13,266
557,1969,Graduation,Married,56796.0,0,1,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP,52,27,1001
558,1969,Graduation,Married,56796.0,0,1,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,AUS,52,27,1001
559,1963,PhD,Single,52278.0,0,1,1/25/13,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,SA,58,31,1198
560,1963,PhD,Single,52278.0,0,1,1/25/13,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP,58,31,1198
561,1996,Master,Married,7500.0,0,0,11-09-2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AUS,25,10,122
562,1952,Master,Married,33444.0,1,1,11-03-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,69,4,18
563,1973,Graduation,Married,20895.0,1,0,10-06-2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS,48,6,45
564,1976,Master,Married,37509.0,1,0,09-12-2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER,45,9,123
565,1978,Master,Married,88097.0,1,0,8/18/12,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP,43,20,844
566,1973,Graduation,Married,59041.0,1,1,05-07-2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA,48,8,96
567,1974,Graduation,Single,43322.0,0,0,4/21/14,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND,47,8,141
568,1955,PhD,Married,46015.0,1,1,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA,66,5,46
569,1955,PhD,Married,46015.0,1,1,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA,66,5,46
570,1959,Master,Married,34242.0,0,1,3/23/14,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,62,4,15
571,1955,Graduation,Married,65210.0,0,1,03-10-2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA,66,22,731
572,1958,PhD,Single,50520.0,0,1,1/28/14,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP,63,9,135
573,1970,Graduation,Married,90765.0,0,0,1/24/14,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA,51,15,1724
574,1944,Graduation,Married,80589.0,0,0,1/22/14,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS,77,21,1428
575,1958,Master,Married,49572.0,1,1,12/15/13,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA,63,7,54
576,1978,Graduation,Married,75437.0,0,0,11-09-2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP,43,23,1493
577,1971,Master,Single,44635.0,1,1,10-11-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,50,7,68
578,1964,Graduation,Married,58512.0,0,1,9/19/13,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER,57,20,1171
579,1952,PhD,Single,62000.0,0,1,8/25/13,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP,69,26,1020
580,1956,Graduation,Single,54252.0,1,1,5/28/13,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS,65,15,264
581,1974,PhD,Married,45068.0,0,1,5/16/13,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,47,4,20
582,1979,Graduation,Single,60474.0,0,1,04-01-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND,42,31,1180
583,1979,Graduation,Single,60474.0,0,1,04-01-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA,42,31,1180
584,1981,Master,Married,56337.0,1,1,3/27/13,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP,40,22,724
585,1987,Graduation,Married,22434.0,1,0,2/13/13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP,34,7,58
586,1982,Graduation,Married,61416.0,0,0,02-08-2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US,39,24,1665
587,1975,Master,Married,92163.0,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP,46,21,2086
588,1956,Master,Married,58656.0,0,1,9/20/12,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP,65,32,1220
589,1973,Master,Married,51381.5,1,0,9/14/12,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,GER,48,9,109
590,1986,Basic,Single,8940.0,1,0,8/22/12,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP,35,10,101
591,1974,Graduation,Married,26751.0,2,0,5/22/14,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,47,4,11
592,1978,Graduation,Married,71427.0,2,0,03-12-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US,43,20,614
593,1984,Graduation,Married,26646.0,1,0,02-10-2014,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US,37,8,53
594,1974,Graduation,Single,19346.0,1,0,1/30/14,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA,47,5,22
595,1975,Graduation,Single,56243.0,1,2,12/30/13,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US,46,20,396
596,1970,PhD,Married,59892.0,0,1,11-02-2013,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA,51,7,87
597,1965,Graduation,Married,71613.0,0,0,8/21/13,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US,56,21,776
598,1986,Graduation,Married,25252.0,1,0,07-12-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS,35,4,18
599,1975,Graduation,Single,42160.0,1,1,6/28/13,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,46,11,140
600,1979,Basic,Single,15862.0,1,0,6/27/13,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,42,5,36
601,1974,Master,Married,82584.0,0,0,06-04-2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP,47,16,1435
602,1989,Graduation,Married,38360.0,1,0,5/31/13,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS,32,9,131
603,1957,PhD,Married,75283.0,1,2,3/27/13,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,64,25,1019
604,1956,Master,Married,34941.0,1,1,03-06-2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS,65,8,97
605,1952,Graduation,Single,61823.0,0,1,2/18/13,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS,69,24,884
606,1956,Master,Married,90226.0,0,0,9/26/12,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,65,24,2352
607,1974,Graduation,Married,44989.0,0,1,09-12-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,47,16,369
608,1974,Graduation,Married,44989.0,0,1,09-12-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,47,16,369
609,1980,Graduation,Married,43586.0,0,1,8/30/12,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER,41,10,132
610,1974,Graduation,Single,32233.0,1,0,8/19/12,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP,47,12,296
611,1969,Graduation,Married,62882.0,0,1,08-09-2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS,52,20,1338
612,1963,Master,Married,57288.0,0,1,6/25/14,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA,58,20,608
613,1981,Master,Married,75774.0,1,0,05-02-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,40,21,823
614,1981,Master,Married,75774.0,1,0,05-02-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,40,21,823
615,1988,Master,Single,90247.0,0,0,4/29/14,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US,33,15,1621
616,1960,Master,Single,32218.0,0,0,2/15/14,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP,61,7,93
617,1988,Graduation,Married,84219.0,0,0,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,33,18,1198
618,1988,Graduation,Married,84219.0,0,0,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,33,18,1198
619,1966,Graduation,Single,48877.0,0,1,01-05-2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,55,8,144
620,1950,Graduation,Married,60905.0,0,1,12-05-2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US,71,15,392
621,1964,Graduation,Married,75236.0,0,1,11/25/13,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP,57,25,1068
622,1953,Graduation,Single,62551.0,0,0,11/18/13,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IND,68,18,421
623,1983,PhD,Married,70123.0,0,0,9/28/13,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IND,38,17,1727
624,1962,Graduation,Single,50785.0,1,1,09-10-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA,59,8,114
625,1970,Master,Married,15315.0,0,0,08-03-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,51,8,64
626,1970,Master,Married,15315.0,0,0,08-03-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,51,8,64
627,1970,PhD,Married,64413.0,0,1,08-01-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP,51,12,279
628,1981,PhD,Married,87171.0,0,0,05-01-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP,40,25,1298
629,1961,Graduation,Single,30081.0,0,1,2/21/13,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP,60,5,42
630,1976,Graduation,Single,20180.0,0,0,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,45,8,137
631,1976,Graduation,Single,20180.0,0,0,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,45,8,137
632,1966,Graduation,Single,55686.0,0,1,2/14/13,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP,55,16,982
633,1959,Master,Married,26887.0,0,1,02-10-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP,62,5,30
634,1977,PhD,Married,61996.0,0,1,1/31/13,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP,44,21,1230
635,1952,Graduation,Single,51537.0,0,1,12-09-2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA,69,18,1103
636,1962,Graduation,Married,72025.0,0,0,11/17/12,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP,59,16,1932
637,1971,Master,Married,30538.0,1,0,10-01-2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP,50,17,367
638,1991,Master,Single,61618.0,0,0,9/29/12,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND,30,19,1345
639,1965,Graduation,Married,77343.0,0,0,06-09-2014,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA,56,17,1134
640,1989,Graduation,Married,75433.0,1,0,04-05-2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP,32,19,1188
641,1962,PhD,Single,82571.0,0,0,04-02-2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP,59,24,1686
642,1954,Master,Married,60033.0,0,1,3/29/14,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP,67,10,198
643,1983,Graduation,Single,39062.0,1,0,3/25/14,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP,38,5,44
644,1972,Graduation,Married,30023.0,1,0,3/24/14,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP,49,6,61
645,1970,Graduation,Single,30015.0,1,0,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP,51,7,57
646,1980,Graduation,Married,33228.0,1,0,1/23/14,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP,41,6,71
647,1967,Graduation,Married,22574.0,2,1,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,54,7,37
648,1967,Graduation,Married,22574.0,2,1,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,54,7,37
